search_term,relevance,product_uid
41,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.67, 2.67, 2.6, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.0, 2.0, 1.67, 1.33, 1.33, 1.0]","[711160492, 711160493, 711160496, 711160497, 711160511, 711160515, 711160516, 711164377, 711178297, 711178298, 711178301, 711160500, 711160502, 711160506, 711160507, 711160512, 711160513, 711178303, 711164379, 711160501, 711160509, 711160503, 711160504, 711160508, 711160510, 711178304, 711178312, 711160494, 711164380, 711178307, 711160498, 711160505, 711160514, 711178302, 711178311, 711178305, 711178299, 711178316, 711160495, 711178300, 711178308, 711178310, 711178314, 711178313, 711178315, 711178309, 711160499, 711178306, 711164378]"
185,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 2.8, 2.67, 2.33, 2.0, 2.0, 2.0, 1.67, 1.67]","[711159082, 711159083, 711159084, 711159087, 711159088, 711159089, 711159091, 711159092, 711159096, 711159097, 711159098, 711159100, 711159103, 711159104, 711159105, 711159106, 711162144, 711162145, 711162146, 711162147, 711162148, 711162149, 711162154, 711162155, 711162156, 711162157, 711162159, 711162160, 711162161, 711162163, 711162164, 711162165, 711162166, 711162167, 711162168, 711175512, 711175513, 711175514, 711175516, 711175517, 711175521, 711159085, 711159094, 711159095, 711159099, 711159101, 711159102, 711162153, 711162158, 711175524, 711159090, 711159086, 711175519, 711175525, 711175523, 711159093, 711162150, 711175520, 711175522, 711175527, 711175526, 711162152, 711162162, 711175518, 711162151, 711175515]"
38,"[4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.67, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.0, 2.0, 2.0, 1.67, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711161226, 711161239, 711161241, 711161248, 711161250, 711161228, 711161230, 711161232, 711161234, 711161235, 711161238, 711161231, 711161240, 711161244, 711161247, 711161237, 711161242, 711161243, 711161245, 711161246, 711161249, 711161227, 711161233, 711171398, 711174665, 711171397, 711161236, 711161229, 711171396, 711174662, 711174670, 711174663, 711174657, 711174658, 711174659, 711174660, 711174661, 711174664, 711174666, 711174667, 711174668, 711174669, 711174671, 711174672, 711174673, 711174674]"
176,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.5, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 2.8, 2.67, 2.67, 2.6, 2.33, 2.33, 2.33, 2.0, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711160118, 711160119, 711160121, 711160126, 711160127, 711160128, 711160129, 711160130, 711160138, 711160139, 711160141, 711163869, 711163870, 711163872, 711163875, 711163877, 711163878, 711177542, 711177543, 711177545, 711177546, 711177547, 711177548, 711177549, 711177550, 711177552, 711177557, 711160120, 711160122, 711160134, 711160135, 711160137, 711160140, 711163873, 711163881, 711177555, 711177556, 711177558, 711177561, 711177554, 711177559, 711160117, 711160124, 711160131, 711160132, 711160136, 711163876, 711163880, 711177544, 711177560, 711160123, 711163882, 711160133, 711177553, 711163874, 711163871, 711163879, 711177551, 711160125, 711163888, 711163883, 711163884, 711163885, 711163886, 711163887, 711163889, 711163890, 711163891, 711163892, 711163893]"
155,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 2.67, 2.4, 2.33, 1.67]","[711165027, 711165029, 711165031, 711165033, 711165036, 711165037, 711165038, 711165039, 711165041, 711165042, 711165043, 711165047, 711178934, 711178935, 711178936, 711178938, 711178941, 711178944, 711178945, 711178947, 711178948, 711178949, 711178950, 711178951, 711178952, 711165035, 711165032, 711165040, 711165046, 711178937, 711178939, 711178943, 711178946, 711165028, 711165044, 711165048, 711165049, 711165050, 711178940, 711178953, 711165051, 711165045, 711165030, 711178942, 711165034]"
220,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.2, 3.0, 2.8, 2.2]","[711172628, 711172629, 711172631, 711172632, 711172634, 711172636, 711172637, 711172638, 711172639, 711172642, 711172643, 711172645, 711176552, 711176554, 711176555, 711176556, 711176557, 711176558, 711176559, 711176560, 711176561, 711176563, 711176564, 711176565, 711176566, 711176568, 711176569, 711176570, 711176571, 711176562, 711172627, 711172635, 711172641, 711176553, 711176567, 711172644, 711172640, 711172633, 711172630]"
127,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.8, 3.75, 3.75, 3.75, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 2.67, 2.33, 2.33, 2.0, 1.0]","[711159692, 711159697, 711159698, 711159701, 711159702, 711159703, 711159704, 711159707, 711159708, 711159709, 711159710, 711159711, 711159712, 711159713, 711159714, 711163088, 711163090, 711163091, 711163092, 711163094, 711163096, 711163097, 711163098, 711163107, 711163108, 711163110, 711163112, 711172568, 711172570, 711172572, 711172573, 711172574, 711172575, 711172576, 711172578, 711172579, 711172580, 711172583, 711172584, 711172585, 711172586, 711172587, 711176496, 711176497, 711176498, 711176499, 711176503, 711176505, 711176506, 711176507, 711176509, 711176510, 711176511, 711176500, 711159694, 711159705, 711163101, 711163102, 711163111, 711159693, 711159700, 711159715, 711163093, 711163099, 711163100, 711163103, 711163105, 711172571, 711172577, 711172581, 711172582, 711176501, 711176502, 711176504, 711159716, 711159695, 711159696, 711159706, 711163106, 711172569, 711163104, 711163089, 711159699, 711163109, 711176508, 711163095]"
136,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.4, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.2, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 1.67]","[711163422, 711163424, 711163431, 711163432, 711163433, 711163434, 711163436, 711163439, 711163440, 711163441, 711163442, 711163443, 711172831, 711172834, 711172835, 711172842, 711176799, 711176800, 711176804, 711176805, 711163430, 711163435, 711176813, 711163426, 711163428, 711163437, 711172836, 711172841, 711176797, 711176801, 711176803, 711176809, 711176810, 711163446, 711172838, 711172845, 711176812, 711163423, 711163425, 711163438, 711163445, 711172830, 711172832, 711172846, 711176798, 711176806, 711172844, 711163444, 711176807, 711176808, 711163427, 711172833, 711172839, 711176802, 711176811, 711172837, 711172849, 711172847, 711172848, 711163429, 711172840, 711172843]"
21,"[4.0, 3.67, 3.33, 2.8, 2.67, 2.67, 2.38, 2.33, 2.0, 2.0, 1.67, 1.4, 1.33, 1.0, 1.0, 1.0]","[711164100, 711177856, 711177866, 711177859, 711177855, 711177861, 711177858, 711177854, 711177857, 711177862, 711177864, 711177868, 711177865, 711177860, 711177863, 711177867]"
191,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.14, 3.0, 3.0, 2.67, 2.67, 2.6, 2.33, 2.33, 2.2]","[711172165, 711172167, 711172171, 711172174, 711172179, 711175962, 711175963, 711175966, 711175970, 711175977, 711172166, 711172173, 711172162, 711172169, 711172170, 711172172, 711172175, 711172176, 711175967, 711175968, 711175971, 711175972, 711175973, 711175975, 711175982, 711172163, 711175964, 711175969, 711175978, 711175980, 711172177, 711172164, 711175965, 711175974, 711175979, 711172178, 711172180, 711175976, 711172168]"
57,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 2.33, 2.0, 2.0, 1.8, 1.67, 1.0]","[711158734, 711158735, 711158736, 711158737, 711158738, 711158739, 711158740, 711158741, 711158742, 711158743, 711158744, 711158746, 711158748, 711158749, 711158751, 711158752, 711158755, 711158756, 711158757, 711161322, 711161324, 711161325, 711161334, 711161339, 711161345, 711171464, 711171465, 711171466, 711171467, 711171469, 711171471, 711171472, 711171478, 711171481, 711171483, 711174770, 711174772, 711174773, 711174775, 711174776, 711174778, 711174779, 711174780, 711174781, 711174783, 711174784, 711174786, 711174789, 711158747, 711158754, 711161321, 711161328, 711171468, 711171475, 711171482, 711174771, 711174774, 711174782, 711174785, 711174788, 711171479, 711161326, 711161327, 711158745, 711161329, 711161330, 711161335, 711161343, 711171470, 711174777, 711174787, 711161332, 711161333, 711161341, 711161342, 711171476, 711171477, 711161336, 711161338, 711171474, 711161344, 711161331, 711158750, 711158758, 711161323, 711158753, 711171480, 711161337, 711171473, 711161340]"
249,"[3.33, 3.0, 2.67, 2.67, 2.67, 2.6, 2.5, 2.4, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.8, 1.8, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.6, 1.5, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.25, 1.0, 1.0, 1.0, 1.0, 1.0]","[711177496, 711177494, 711173287, 711177488, 711177491, 711177501, 711177489, 711177480, 711177493, 711177503, 711173274, 711177483, 711177484, 711177485, 711177500, 711173271, 711173286, 711177487, 711177490, 711177499, 711177504, 711173273, 711173282, 711173275, 711173283, 711177481, 711177482, 711177486, 711177495, 711177502, 711173281, 711173278, 711173268, 711173270, 711173276, 711173279, 711173280, 711173284, 711177492, 711177497, 711173269, 711173272, 711173277, 711173285, 711177498]"
247,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.8, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.2, 3.0, 3.0, 3.0, 2.8, 2.8, 2.8, 2.67, 2.67, 2.67, 2.6, 2.6, 2.4, 2.4, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.0, 1.88, 1.67, 1.33, 1.33, 1.0, 1.0]","[711161295, 711161297, 711171426, 711171427, 711171428, 711171433, 711171435, 711171436, 711171437, 711171441, 711174715, 711174716, 711174723, 711174725, 711174728, 711174733, 711161312, 711174734, 711161302, 711161311, 711171422, 711171423, 711171429, 711171440, 711174717, 711174731, 711174732, 711161296, 711161310, 711161316, 711171439, 711174718, 711174722, 711174729, 711161313, 711174719, 711174726, 711161294, 711161301, 711161307, 711161293, 711161315, 711171425, 711161298, 711171438, 711174721, 711161317, 711174724, 711161299, 711161300, 711161305, 711161314, 711161303, 711161306, 711174720, 711174727, 711174730, 711161304, 711171434, 711171431, 711171430, 711161309, 711171432, 711161308, 711171424]"
256,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.5, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 2.67, 2.67, 2.67, 2.4, 2.4, 2.33, 1.67]","[711165002, 711165006, 711165008, 711165009, 711165010, 711165011, 711165015, 711165016, 711165017, 711165018, 711165019, 711165020, 711165021, 711165022, 711165023, 711165025, 711174080, 711174081, 711174082, 711174083, 711174086, 711174087, 711174089, 711174091, 711174093, 711174094, 711174095, 711174096, 711174098, 711174099, 711178916, 711178925, 711178927, 711178931, 711178932, 711165007, 711165012, 711165014, 711165026, 711174084, 711174088, 711178915, 711178918, 711178920, 711178922, 711178921, 711178917, 711165005, 711165024, 711165013, 711174085, 711174092, 711174097, 711178919, 711178923, 711178924, 711165004, 711178930, 711178914, 711178929, 711178933, 711165003, 711178928, 711174090, 711178926]"
244,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.6, 3.4, 3.33, 3.33, 3.25, 3.25, 3.0, 2.8, 2.8, 2.67, 2.4]","[711163188, 711163193, 711163195, 711163196, 711163197, 711163198, 711163199, 711163202, 711163203, 711163204, 711163205, 711163206, 711163207, 711163208, 711163209, 711163210, 711163211, 711163212, 711172649, 711172652, 711172653, 711172654, 711172656, 711172658, 711172660, 711172661, 711172662, 711172664, 711176595, 711176597, 711176598, 711176601, 711176605, 711176607, 711176608, 711176609, 711176611, 711163194, 711172646, 711163189, 711172650, 711172651, 711172657, 711172659, 711172663, 711172665, 711172666, 711176593, 711176594, 711176596, 711176599, 711176603, 711176610, 711163200, 711172648, 711163192, 711172647, 711176602, 711176600, 711176606, 711176604, 711163190, 711163191, 711163201, 711176592]"
119,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.0, 3.0, 2.8, 2.67, 2.67, 2.67, 2.67, 2.63, 2.4, 2.33, 2.33, 2.33, 2.0, 1.67]","[711160542, 711160544, 711160545, 711160546, 711160548, 711160549, 711160552, 711160553, 711160556, 711160557, 711160563, 711160564, 711178377, 711178381, 711160550, 711160554, 711160559, 711160561, 711178376, 711178395, 711160555, 711160566, 711178380, 711160547, 711160558, 711160565, 711178382, 711178389, 711178391, 711178392, 711178378, 711160543, 711178388, 711178390, 711160560, 711160551, 711178379, 711178383, 711178384, 711178394, 711178387, 711178385, 711178386, 711178393, 711160562, 711173723]"
30,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.6, 2.4, 2.33, 2.33, 2.33, 2.0, 2.0, 1.25, 1.0, 1.0, 1.0]","[711160665, 711160666, 711160667, 711160669, 711160670, 711160673, 711160678, 711160680, 711160682, 711160687, 711178660, 711178665, 711178666, 711178667, 711178668, 711178670, 711160681, 711164715, 711178663, 711160668, 711160675, 711160676, 711160677, 711160684, 711160685, 711164694, 711164697, 711164708, 711164710, 711178659, 711178662, 711178675, 711178676, 711178677, 711178678, 711178672, 711160671, 711160672, 711160683, 711160686, 711160688, 711160689, 711164695, 711164698, 711164700, 711164703, 711164704, 711178673, 711164718, 711178661, 711178674, 711164702, 711164707, 711164711, 711164717, 711178664, 711178669, 711178671, 711164699, 711164712, 711164713, 711160674, 711160679, 711164706, 711164701, 711164709, 711164705, 711164696, 711164714, 711164716]"
218,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.4, 3.4, 3.2, 3.0, 3.0, 3.0, 2.67, 2.0]","[711161913, 711161914, 711161916, 711161919, 711161921, 711161922, 711161923, 711161924, 711161925, 711161926, 711161927, 711161929, 711161930, 711161931, 711161932, 711161933, 711161934, 711161935, 711161936, 711161937, 711171889, 711171890, 711171891, 711171892, 711171893, 711171894, 711171895, 711171897, 711171898, 711171899, 711171901, 711171905, 711175301, 711175303, 711175304, 711175306, 711175307, 711175309, 711175312, 711161917, 711161918, 711161920, 711171886, 711171900, 711171903, 711171904, 711175302, 711175305, 711175313, 711175308, 711161915, 711171887, 711175300, 711171896, 711161928, 711175310, 711175311, 711171888, 711171902]"
18,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.33, 3.2, 3.2, 2.8, 2.8, 2.67, 2.6, 2.4, 2.33, 2.33, 2.33, 2.29, 2.0, 2.0, 1.8, 1.8, 1.8, 1.67, 1.67, 1.67, 1.67, 1.33, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0]","[711161509, 711161511, 711161515, 711161517, 711161518, 711161520, 711161525, 711174955, 711161514, 711161519, 711174956, 711161516, 711161510, 711161512, 711161521, 711161524, 711161522, 711174957, 711174971, 711161513, 711161523, 711174963, 711174968, 711174959, 711174969, 711171658, 711174967, 711174972, 711174962, 711174965, 711174970, 711174973, 711171656, 711171657, 711174960, 711174964, 711174966, 711174958, 711174961, 711174974]"
164,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.8, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.8, 2.6, 2.4, 2.4, 2.33, 2.33, 1.75, 1.67, 1.67, 1.33, 1.0, 1.0]","[711162499, 711162504, 711162505, 711162507, 711162508, 711162509, 711162511, 711172157, 711172158, 711172159, 711175924, 711175925, 711175926, 711175927, 711175928, 711175930, 711175931, 711175933, 711175935, 711175936, 711175937, 711175938, 711175942, 711175943, 711162510, 711162502, 711162512, 711162513, 711172155, 711172160, 711175939, 711175941, 711175940, 711162500, 711162503, 711162506, 711162515, 711175932, 711172153, 711172154, 711172161, 711162501, 711162521, 711162516, 711162517, 711172156, 711175929, 711162520, 711162518, 711175934, 711162519, 711162514, 711162522]"
27,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.0, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.0, 2.0, 2.0, 1.67]","[711159616, 711159617, 711159618, 711159619, 711159620, 711159621, 711159622, 711159623, 711159624, 711159626, 711159628, 711159629, 711159630, 711159632, 711159633, 711159636, 711159638, 711159640, 711162945, 711162946, 711162962, 711162965, 711162968, 711172461, 711176357, 711176359, 711176360, 711176364, 711176365, 711176367, 711176368, 711176370, 711176373, 711176374, 711162955, 711172456, 711159627, 711159631, 711159634, 711162947, 711162948, 711162949, 711162951, 711162960, 711162961, 711162967, 711172459, 711172462, 711176358, 711176361, 711176366, 711176371, 711176372, 711159639, 711159635, 711159637, 711162952, 711162957, 711162959, 711162964, 711162966, 711172455, 711172466, 711176362, 711162956, 711176369, 711162963, 711159625, 711162953, 711162950, 711172460, 711172464, 711176363, 711162958, 711172458, 711172463, 711162954, 711172457, 711172465, 711162969]"
7,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.6, 3.33, 3.33, 3.0, 3.0, 2.67, 2.6, 2.0]","[711158935, 711158936, 711158938, 711158939, 711158940, 711158941, 711158943, 711158944, 711158946, 711158950, 711158953, 711158954, 711158955, 711158956, 711158957, 711158958, 711158947, 711158951, 711171856, 711158948, 711158949, 711158934, 711158937, 711158952, 711158942, 711158945]"
80,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.43, 3.4, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.67, 2.67, 2.67, 2.6, 2.33, 2.0, 1.8]","[711158484, 711158486, 711158488, 711158489, 711158490, 711158491, 711158494, 711158495, 711158496, 711158497, 711158500, 711158501, 711158502, 711158503, 711158504, 711158507, 711158508, 711160890, 711160892, 711160893, 711160894, 711160895, 711160896, 711160897, 711160901, 711160902, 711160903, 711160905, 711160908, 711160909, 711160910, 711160911, 711160912, 711160913, 711160914, 711171210, 711171216, 711171217, 711171219, 711171221, 711171222, 711171224, 711171226, 711171227, 711171228, 711171229, 711174279, 711174281, 711174282, 711174286, 711174291, 711174296, 711158487, 711158493, 711160899, 711174280, 711158492, 711158505, 711158506, 711160904, 711171212, 711171213, 711171215, 711171223, 711174287, 711174288, 711174292, 711174293, 711174294, 711174297, 711174284, 711174298, 711158485, 711158498, 711160907, 711160898, 711160900, 711171214, 711171218, 711174285, 711158499, 711171220, 711174283, 711160906, 711174289, 711174290, 711171211, 711160891, 711174295, 711171225]"
